hospital,hospital_website,url,status code,teamwork,teamstepps,team training,crew resource management,the,text-teamwork,text-teamstepps,text-team training,text-crew resource management
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=db4b9be4-c740-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/JoinOurTeam/search-apply-for-openings/,200,0,0,0,0,11,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/search-results/?TermId=8bb01819-5b37-df11-87ae-005056947912,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bone-joint/education-support/,200,0,0,0,0,7,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/JoinOurTeam/diversity-summer-co-op-program/,200,0,0,0,0,16,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=284196e7-c640-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/healthcare-professionals/one-call-transfer/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bariatrics/our-team/,200,0,0,0,0,15,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=c8cd982e-c840-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/brain/,200,0,0,0,0,20,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=34dd1d63-ebad-de11-89e8-005056947103,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=e9d18f5d-c640-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/quality-awards/top-docs/2014-philadelphia-magazine-top-docs/,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=23df0613-cb1d-e011-aa70-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bariatrics/support-community/,200,0,0,0,0,16,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/heart-vascular/conditions/hardening-of-the-arteries/,200,0,0,0,0,15,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/healthy-living/CommunityHealth/,200,0,0,0,0,7,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org,200,0,0,0,0,17,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/WaysOfGiving/,200,0,0,0,0,11,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/brain/conditions/,200,0,0,0,0,6,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/our-locations/urgent-care-centers/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/rehabilitation/,200,0,0,0,0,16,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/heart-vascular/technology-procedures/,200,0,0,0,0,6,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bariatrics/about/,200,0,0,0,0,7,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/our-locations/urgent-care-centers/,200,0,0,0,0,32,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/brain/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/our-locations/,200,0,0,0,0,8,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=37df0613-cb1d-e011-aa70-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bone-joint/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=83df0613-cb1d-e011-aa70-e0cb4ef9b7ad,200,0,0,0,0,11,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bone-joint/care/hip/,200,0,0,0,0,16,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=08889f1c-c840-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/womens-health/maternity/education/,200,0,0,0,0,28,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/myahlink/faq/,200,0,0,0,0,49,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=4bdf0613-cb1d-e011-aa70-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/integrative-medicine/,200,0,0,0,0,7,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/abington-health/patients-visitors/scheduling-a-test/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/detail/?eventId=e3501c17-6951-e711-877c-2c768a4e1b84,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/JoinOurTeam/employee-benefits/,200,0,0,0,0,30,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/primary-care/family-medicine/,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/primary-care/primary-care-update/,200,0,0,0,0,17,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/ah-credentials/,200,0,0,0,0,11,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=93bd69b4-c640-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/abington-health/patients-visitors/scheduling-a-test/,200,0,0,0,0,35,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/brain/clinical-trials/,200,0,0,0,0,8,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bone-joint/our-team/,200,0,0,0,0,16,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/heart-vascular/patient-stories/,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/myahlink/,200,0,0,0,0,7,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/our-locations/tel:2154816334,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/patients-guests/scheduling-a-test,200,0,0,0,0,35,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/abington-health/academic-programs/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/womens-health/maternity/preparing/,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bone-joint/spine-care/,200,0,0,0,0,18,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/primary-care/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bone-joint/care/shoulder/,200,0,0,0,0,12,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=3bdf0613-cb1d-e011-aa70-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/search-results/?TermId=32968cb9-d812-e211-bd9d-782bcb3b39aa,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/psychiatry/,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/search-results/?TermId=e56856e9-6507-de11-9b17-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/healthy-living/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-location/urgent-care-centers/self-pay-visit-prices/,200,0,0,0,0,6,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/heart-vascular/support/,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=a2cded27-c840-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/abington-health/academic-programs/resident-training-programs/internal-medicine/,200,0,0,0,0,15,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/patients-guests/scheduling-a-test/radiology-locations/,200,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=51df0613-cb1d-e011-aa70-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/patients-guests/scheduling-a-test/outpatient-imaging-tests-locations-hours/,200,0,0,0,0,6,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/abington-health/academic-programs/resident-training-programs/family-medicine/,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/heart-vascular/heart-vascular-conference/,200,0,0,0,0,21,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/brain/patient-stories/,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/search-results/?TermId=c0ec31eb-6df6-e011-8a40-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/partnering-with-you/,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=55f5cd4d-c640-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=1fa6bc11-c640-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/abington-health/academic-programs/resident-training-programs/obstetrics-gynecology/,200,0,0,0,0,16,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-location/urgent-care-centers,200,0,0,0,0,32,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/GetInvolved/volunteer/pre-med-volunteering/,200,0,0,0,0,27,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=358af4db-c640-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=d72b4c24-c540-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/cancer/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/abington-health/contact-us/,200,0,0,0,0,6,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/cancer/our-team/,200,0,0,0,0,8,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=e3c14dcb-c740-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/WaysOfGiving/contact-us/,200,0,0,0,0,16,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/JoinOurTeam/equal-employment-opportunity/,200,0,0,0,0,15,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=3fdf0613-cb1d-e011-aa70-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=514141ea-5cdf-de11-9638-005056947103,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/womens-health/maternity/,200,0,0,0,0,19,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/healthy-living/,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/abington-health/clinical-trials/clinical-trials/,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/news/2017/abington-hospital-jefferson-health-honored--with-mission-lifelin/,200,0,0,0,0,25,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=a41c8d16-c840-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/news/search-results-news-page/?year=2015&searchNode=%2f7%2f22%2f,200,0,0,0,0,7,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/anesthesiology/,200,0,0,0,0,6,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=3ddf0613-cb1d-e011-aa70-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/healthy-living/classes-events/,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bariatrics/technology-procedures/,200,0,0,0,0,11,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=e1e578fd-453d-e111-bf07-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/cancer/clinical-trials/,200,0,0,0,0,16,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/green/,200,0,0,0,0,41,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/news/inquirer-series/,200,0,0,0,0,13,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/GetInvolved/,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/heart-vascular/technology-procedures/angioplasty/,200,0,0,0,0,14,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/news/search-results-news-page/?year=2017&searchNode=%2f7%2f22%2f,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/quality-awards/top-docs/2017-philadelphia-magazine-top-docs/,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bone-joint/trauma-complex-fractures/,200,0,0,0,0,12,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/search-results/?TermId=db6856e9-6507-de11-9b17-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bone-joint/technology-procedures/,200,0,0,0,0,15,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/key-services/bariatrics/,200,0,0,0,0,22,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/myahlink/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=045c32ba-c440-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/about-us/anti-discrimination-policy/,200,0,0,0,0,21,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/WaysOfGiving/tribute-gifts/,200,0,0,0,0,28,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/three-words-video/,200,0,0,0,0,7,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=4ddf0613-cb1d-e011-aa70-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=76ca7b5e-c740-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/primary-care/internal-medicine/,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/brain/patient-stories/delicate-brain-procedure-for-new-mom/,200,0,0,0,0,22,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/search-results/?TermId=d56856e9-6507-de11-9b17-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/about-us/communitybenefit/,200,0,0,0,0,26,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=dfc3eb8b-c640-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=416cee88-c740-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/abington-health/academic-programs/resident-training-programs/surgery/,200,0,0,0,0,37,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/magnet/,200,0,0,0,0,43,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-location/urgent-care-centers/urgent-care-center-accepted-insurances/,200,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/cancer/asplundh-cancer-pavilion/,200,0,0,0,0,17,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/classes-events/detail/?eventId=46d83f78-7d18-e711-9d2a-2c768a4e1b84,200,0,0,0,0,35,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/cancer/programs-support/,200,0,0,0,0,6,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=70a74592-c740-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=39df0613-cb1d-e011-aa70-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=7e1a9453-4c1f-e011-aa70-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/about-us/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/WaysOfGiving/doctors-day/,200,0,0,0,0,10,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=63df0613-cb1d-e011-aa70-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/key-services/heart/,200,0,0,0,0,38,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/heart-vascular/conditions/,200,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bone-joint/care/knee/surgical-robotic-arm/,200,0,0,0,0,12,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/heart-vascular/conditions/atrial-fibrillation/,200,0,0,0,0,15,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/patients-guests/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/JoinOurTeam/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/quality-awards/top-docs/2016-philadelphia-magazine-top-dentists/,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/primary-care/patient-centered-medical-home/,200,0,0,0,0,12,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/senior-health/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/our-locations/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=d5727e5b-c840-de11-89cc-001372679326,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/GetInvolved/volunteer/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/quality/awards/quality-awards/,200,0,0,0,0,60,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/abington-health/clinical-trials/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-location/urgent-care-centers/where-to-seek-care/,200,0,0,0,0,6,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=33df0613-cb1d-e011-aa70-e0cb4ef9b7ad,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/senior-health/forging-partnerships-in-the-continuum-of-care/,200,0,0,0,0,15,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/GetInvolved/tel:2154812000,404,0,0,0,0,9,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=be8b0eb5-f165-e511-9c25-2c768a4e1b84,200,0,0,0,0,5,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/womens-health/maternity/building-a-bond/,200,0,0,0,0,8,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/bone-joint/sports-medicine/,200,0,0,0,0,15,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/services-specialties/heart-vascular/clinical-trials/,200,0,0,0,0,8,,,,
Abington Hospital,http://www.abingtonhealth.org,http://www.abingtonhealth.org/find-a-doctor/search-results/?termId=cbe9f501-c840-de11-89cc-001372679326,200,0,0,0,0,5,,,,
